ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
1503	Nias	to steal	tagõ	t a ɡ õ	-620	120 997 831 883	713	nias1242	1 7 1 7	AXBZ	TAKU	13	13.T.C 13.A.V 13.K.C 13.U.V	2.0 1.5 1.75 0.8	0	3491	2474
1504	Central Amis	to steal	takaw	t a k a w	620	120 997 838 997 462	713	amis1246	1 7 1 7 6	AXBYN	TAKAW	5	5.T.C 5.A.V 5.K.C 5.A.V 5.W.c	2.0 1.5 1.75 1.3 0.8	0	3491	2474
1505	Chamorro	to steal	sakːe	s a kː e	2538	89 997 832 1089	713	cham1312	3 7 1 7	AXBZ	SAKE	6	6.S.C 6.A.V 6.K.C 6.E.V	2.0 1.5 1.75 0.8	0	3492	2490
1506	Banoni	to steal	dzaŋa	d z a ŋ a	2642	145 80 997 801 997	713	bann1247	1 3 7 4 7	ACXBZ	TSANA	2	2.T.C 2.S.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.5 1.75 0.8	0	3488	2491
1507	Singhi	to steal	noku	n o k u	620	107 887 838 868	713	baub1235	4 7 1 7	AXBZ	NUKY	15	15.N.C 15.U.V 15.K.C 15.Y.V	2.0 1.5 1.75 0.8	0	3490	2475
1508	Banggi	to steal	nahu	n a h u	620	107 997 405 868	713	bong1289	4 7 3 7	AXBZ	NAHY	1	1.N.C 1.A.V 1.H.C 1.Y.V	2.0 1.5 1.75 0.8	0	3487	2475
841	Maloh	to suck	manʲusuʔ	m a nʲ u s u ʔ	101	241 997 101 868 89 868 409	1421	emba1238	4 7 4 7 3 7 1	AXBYBYN	MANYSYH	10	10.M.C 10.A.V 10.N.C 10.Y.V 10.S.C 10.Y.V 10.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3512	2493
842	Merina_Malagasy	to suck	mitséntsitra	m i t s e n t s i t r a	1072	241 1076 120 89 1089 107 120 89 1076 120 153 997	1421	plat1254	4 7 1 3 7 4 1 3 7 1 5 7	AXBCYMBCYBCZ	MITSENTSITRA	11	11.M.C 11.I.V 11.T.C 11.S.C 11.E.V 11.N.c 11.T.C 11.S.C 11.I.V 11.T.C 11.R.C 11.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.5 1.3 1.75 1.5 0.8	0	3511	2502
843	Thao	to suck	ucuc	u c u c	1178	868 606 868 606	1421	thao1240	7 1 7 1	XBYN	YCYC	17	17.Y.V 17.C.C 17.Y.V 17.C.c	1.5 1.75 1.3 0.8	0	3525	2498
844	Palauan	to suck	melmotm	m e l m o t m	1281	241 1089 554 241 887 120 241	1421	pala1344	4 7 5 4 7 1 4	AXMBYBC	MELMUTM	14	14.M.C 14.E.V 14.L.c 14.M.C 14.U.V 14.T.C 14.M.C	2.0 1.5 1.1 1.75 1.3 1.75 1.5	0	3522	2499
845	Tunjung	to suck	mosoʔ	m o s o ʔ	1415	241 887 89 887 409	1421	tunj1244	4 7 3 7 1	AXBYN	MUSUH	19	19.M.C 19.U.V 19.S.C 19.U.V 19.H.c	2.0 1.5 1.75 1.3 0.8	0	3526	2493
846	Bare'e	to suck	mancusu	m a n c u s u	101	241 997 107 606 868 89 868	1421	pamo1252	4 7 4 1 7 3 7	AXMBYBZ	MANCYSY	3	3.M.C 3.A.V 3.N.c 3.C.C 3.Y.V 3.S.C 3.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	3512	2507
847	Bare'e	to suck	metomi	m e t o m i	101	241 1089 120 887 241 1076	1421	pamo1252	4 7 1 7 4 7	AXBYBZ	METUMI	3	3.M.C 3.E.V 3.T.C 3.U.V 3.M.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3511	2496
848	Berawan_Long_Terawan	to suck	nʲinauʔ	nʲ i n a u ʔ	1637	101 1076 107 997 868 409	1421	west2564	4 7 4 7 7 1	AXBYYN	NINAYH	4	4.N.C 4.I.V 4.N.C 4.A.V 4.Y.V 4.H.c	2.0 1.5 1.75 1.3 1.3 0.8	0	3510	2506
849	Moken	to suck	mujoːt	m u j oː t	1723	241 868 570 880 120	1421	moke1242	4 7 6 7 1	AXBYN	MYJUT	12	12.M.C 12.Y.V 12.J.C 12.U.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	3520	2501
850	Hanunoo	to suck	sumupsup	s u m u p s u p	101	89 868 241 868 291 89 868 291	1421	hanu1241	3 7 4 7 1 3 7 1	AXBYBCYN	SYMYPSYP	7	7.S.C 7.Y.V 7.M.C 7.Y.V 7.P.C 7.S.C 7.Y.V 7.P.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	3516	2504
851	Wuna	to suck	komi	k o m i	756	838 887 241 1076	1421	muna1247	1 7 4 7	AXBZ	KUMI	20	20.K.C 20.U.V 20.M.C 20.I.V	2.0 1.5 1.75 0.8	0	3527	2497
852	Tetum	to suck	susu	s u s u	101	89 868 89 868	1421	tetu1246	3 7 3 7	AXBZ	SYSY	16	16.S.C 16.Y.V 16.S.C 16.Y.V	2.0 1.5 1.75 0.8	0	3524	2493
853	Mailu	to suck	amosi	a m o s i	-604	997 241 887 89 1076	1421	mail1248	7 4 7 3 7	XBYBZ	AMUSI	9	9.A.V 9.M.C 9.U.V 9.S.C 9.I.V	1.5 1.75 1.3 1.75 0.8	0	3517	2503
854	Mailu	to suck	dorodoro	d o r o d o r o	1960	145 887 153 887 145 887 153 887	1421	mail1248	1 7 5 7 1 7 5 7	AXBYBYBZ	TURUTURU	9	9.T.C 9.U.V 9.R.C 9.U.V 9.T.C 9.U.V 9.R.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3529	2495
855	Nias	to suck	siõ	s i õ	2244	89 1076 883	1421	nias1242	3 7 7	AXZ	SIU	13	13.S.C 13.I.V 13.U.V	2.0 1.5 0.8	0	3521	2500
856	Central Amis	to suck	cuhcuh	c u h c u h	2355	606 868 405 606 868 405	1421	amis1246	1 7 3 1 7 3	AXMBYN	CYHCYH	5	5.C.C 5.Y.V 5.H.c 5.C.C 5.Y.V 5.H.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3514	2494
857	Chamorro	to suck	cʰopcʰop	cʰ o p cʰ o p	-101	604 887 291 604 887 291	1421	cham1312	1 7 1 1 7 1	AXMBYN	CUPCUP	6	6.C.C 6.U.V 6.P.c 6.C.C 6.U.V 6.P.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3515	2494
858	Banoni	to suck	mutsi	m u t s i	6	241 868 120 89 1076	1421	bann1247	4 7 1 3 7	AXBCZ	MYTSI	2	2.M.C 2.Y.V 2.T.C 2.S.C 2.I.V	2.0 1.5 1.75 1.5 0.8	0	3511	2505
859	Singhi	to suck	nʲuop	nʲ u o p	2757	101 868 887 291	1421	baub1235	4 7 7 1	AXYN	NYUP	15	15.N.C 15.Y.V 15.U.V 15.P.c	2.0 1.5 1.3 0.8	0	3523	2492
860	Singhi	to suck	ŋisap	ŋ i s a p	101	801 1076 89 997 291	1421	baub1235	4 7 3 7 1	AXBYN	NISAP	15	15.N.C 15.I.V 15.S.C 15.A.V 15.P.c	2.0 1.5 1.75 1.3 0.8	0	3530	2492
861	Banggi	to suck	nunsup	n u n s u p	101	107 868 107 89 868 291	1421	bong1289	4 7 4 3 7 1	AXMBYN	NYNSYP	1	1.N.C 1.Y.V 1.N.c 1.S.C 1.Y.V 1.P.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3510	2492
1778	Maloh	to swell	kambaŋ	k a m b a ŋ	376	838 997 241 257 997 801	1573	emba1238	1 7 4 1 7 4	AXMBYN	KAMPAN	10	10.K.C 10.A.V 10.M.c 10.P.C 10.A.V 10.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3537	2509
1779	Merina_Malagasy	to swell	mibontsina	m i b o n t s i n a	1094	241 1076 257 887 107 120 89 1076 107 997	1573	plat1254	4 7 1 7 4 1 3 7 4 7	AXBYMBCYBZ	MIPUNTSINA	11	11.M.C 11.I.V 11.P.C 11.U.V 11.N.c 11.T.C 11.S.C 11.I.V 11.N.C 11.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.5 1.3 1.75 0.8	0	3540	2519
1780	Thao	to swell	lhumfawa	l h u m f a w a	245	554 405 868 241 452 997 462 997	1573	thao1240	5 3 7 4 3 7 6 7	ACYMBYBZ	LHYMBAWA	17	17.L.C 17.H.C 17.Y.V 17.M.c 17.B.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 0.8	0	3546	2511
1781	Palauan	to swell	obtiŋel	o b t i ŋ e l	1309	887 257 120 1076 801 1089 554	1573	pala1344	7 1 1 7 4 7 5	XMBYBYN	UPTINEL	14	14.U.V 14.P.c 14.T.C 14.I.V 14.N.C 14.E.V 14.L.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	3543	2516
1782	Tunjung	to swell	bəŋkak	b ə ŋ k a k	282	257 1022 801 838 997 838	1573	tunj1244	1 7 4 1 7 1	AXMBYN	PENKAK	19	19.P.C 19.E.V 19.N.c 19.K.C 19.A.V 19.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3531	2508
1783	Bare'e	to swell	baŋka	b a ŋ k a	282	257 997 801 838 997	1573	pamo1252	1 7 4 1 7	AXMBZ	PANKA	3	3.P.C 3.A.V 3.N.c 3.K.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	3531	2508
1784	Iban	to swell	kembai	k e m b a i	376	838 1089 241 257 997 1076	1573	iban1264	1 7 4 1 7 7	AXMBYZ	KEMPAI	8	8.K.C 8.E.V 8.M.c 8.P.C 8.A.V 8.I.V	2.0 1.5 1.1 1.75 1.3 0.8	0	3537	2509
1785	Berawan_Long_Terawan	to swell	kabəŋ	k a b ə ŋ	376	838 997 257 1022 801	1573	west2564	1 7 1 7 4	AXBYN	KAPEN	4	4.K.C 4.A.V 4.P.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	3533	2509
1786	Moken	to swell	balak	b a l a k	801	257 997 554 997 838	1573	moke1242	1 7 5 7 1	AXBYN	PALAK	12	12.P.C 12.A.V 12.L.C 12.A.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	3541	2518
1787	Hanunoo	to swell	isal	i s a l	1818	1076 89 997 554	1573	hanu1241	7 3 7 5	XBYN	ISAL	7	7.I.V 7.S.C 7.A.V 7.L.c	1.5 1.75 1.3 0.8	0	3536	2520
1788	Hanunoo	to swell	bagaʔ	b a ɡ a ʔ	-282	257 997 831 997 409	1573	hanu1241	1 7 1 7 1	AXBYN	PAKAH	7	7.P.C 7.A.V 7.K.C 7.A.V 7.H.c	2.0 1.5 1.75 1.3 0.8	0	3544	2508
1789	Wuna	to swell	nofeo	n o f e o	1871	107 887 452 1089 887	1573	muna1247	4 7 3 7 7	AXBYZ	NUBEU	20	20.N.C 20.U.V 20.B.C 20.E.V 20.U.V	2.0 1.5 1.75 1.3 0.8	0	3549	2510
1790	Wuna	to swell	nojeo	n o j e o	1872	107 887 570 1089 887	1573	muna1247	4 7 6 7 7	AXBYZ	NUJEU	20	20.N.C 20.U.V 20.J.C 20.E.V 20.U.V	2.0 1.5 1.75 1.3 0.8	0	3553	2510
1791	Tetum	to swell	bubu	b u b u	82	257 868 257 868	1573	tetu1246	1 7 1 7	AXBZ	PYPY	16	16.P.C 16.Y.V 16.P.C 16.Y.V	2.0 1.5 1.75 0.8	0	3538	2512
1792	Mailu	to swell	boboga	b o b o ɡ a	363	257 887 257 887 831 997	1573	mail1248	1 7 1 7 1 7	AXBYBZ	PUPUKA	9	9.P.C 9.U.V 9.P.C 9.U.V 9.K.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3538	2512
1793	Tsou	to swell	euoféoʉ	e u o f e o ʉ	245	1089 868 887 452 1089 887 968	1573	tsou1248	7 7 7 3 7 7 7	XYYBYYZ	EYUBEUY	18	18.E.V 18.Y.V 18.U.V 18.B.C 18.E.V 18.U.V 18.Y.V	1.5 1.3 1.3 1.75 1.3 1.3 0.8	0	3543	2515
1794	Nias	to swell	bao	b a o	801	257 997 887	1573	nias1242	1 7 7	AXZ	PAU	13	13.P.C 13.A.V 13.U.V	2.0 1.5 0.8	0	3542	2517
1795	Nias	to swell	mulõta	m u l õ t a	2273	241 868 554 883 120 997	1573	nias1242	4 7 5 7 1 7	AXBYBZ	MYLUTA	13	13.M.C 13.Y.V 13.L.C 13.U.V 13.T.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3534	2514
1796	Central Amis	to swell	malifawa	m a l i f a w a	245	241 997 554 1076 452 997 462 997	1573	amis1246	4 7 5 7 3 7 6 7	AXBYBYBZ	MALIBAWA	5	5.M.C 5.A.V 5.L.C 5.I.V 5.B.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3534	2511
1797	Chamorro	to swell	banːa	b a nː a	2543	257 997 106 997	1573	cham1312	1 7 4 7	AXBZ	PANA	6	6.P.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	0	3531	2513
1798	Banoni	to swell	paŋu	p a ŋ u	2653	291 997 801 868	1573	bann1247	1 7 4 7	AXBZ	PANY	2	2.P.C 2.A.V 2.N.C 2.Y.V	2.0 1.5 1.75 0.8	0	3531	2513
1799	Banoni	to swell	boko	b o k o	93	257 887 838 887	1573	bann1247	1 7 1 7	AXBZ	PUKU	2	2.P.C 2.U.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	0	3544	2508
1800	Singhi	to swell	bokak	b o k a k	282	257 887 838 997 838	1573	baub1235	1 7 1 7 1	AXBYN	PUKAK	15	15.P.C 15.U.V 15.K.C 15.A.V 15.K.c	2.0 1.5 1.75 1.3 0.8	0	3544	2508
156	Maloh	to swim	arananaŋ	a r a n a n a ŋ	-311	997 153 997 107 997 107 997 801	1439	emba1238	7 5 7 4 7 4 7 4	XBYBYBYN	ARANANAN	10	10.A.V 10.R.C 10.A.V 10.N.C 10.A.V 10.N.C 10.A.V 10.N.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	3562	2526
157	Merina_Malagasy	to swim	lomano	l o m a n o	543	554 887 241 997 107 887	1439	plat1254	5 7 4 7 4 7	AXBYBZ	LUMANU	11	11.L.C 11.U.V 11.M.C 11.A.V 11.N.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3559	2521
158	Merina_Malagasy	to swim	milomano	m i l o m a n o	1056	241 1076 554 887 241 997 107 887	1439	plat1254	4 7 5 7 4 7 4 7	AXBYBYBZ	MILUMANU	11	11.M.C 11.I.V 11.L.C 11.U.V 11.M.C 11.A.V 11.N.C 11.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3565	2521
159	Thao	to swim	mrauz	m r a u z	1164	241 153 997 868 80	1439	thao1240	4 5 7 7 3	ACXYN	MRAYS	17	17.M.C 17.R.C 17.A.V 17.Y.V 17.S.c	2.0 1.5 1.5 1.3 0.8	0	3565	2528
160	Palauan	to swim	meŋedub	m e ŋ e d u b	1256	241 1089 801 1089 145 868 257	1439	pala1344	4 7 4 7 1 7 1	AXBYBYN	MENETYP	14	14.M.C 14.E.V 14.N.C 14.E.V 14.T.C 14.Y.V 14.P.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3566	2527
161	Tunjung	to swim	karaŋoj	k a r a ŋ o j	543	838 997 153 997 801 887 570	1439	tunj1244	1 7 5 7 4 7 6	AXBYBYN	KARANUJ	19	19.K.C 19.A.V 19.R.C 19.A.V 19.N.C 19.U.V 19.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3571	2521
162	Bare'e	to swim	naŋu	n a ŋ u	543	107 997 801 868	1439	pamo1252	4 7 4 7	AXBZ	NANY	3	3.N.C 3.A.V 3.N.C 3.Y.V	2.0 1.5 1.75 0.8	0	3555	2522
163	Iban	to swim	njemerai	n j e m e r a i	1558	107 570 1089 241 1089 153 997 1076	1439	iban1264	4 6 7 4 7 5 7 7	ACXBYBYZ	NJEMERAI	8	8.N.C 8.J.C 8.E.V 8.M.C 8.E.V 8.R.C 8.A.V 8.I.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	0	3560	2524
164	Berawan_Long_Terawan	to swim	pəloŋoj	p ə l o ŋ o j	543	291 1022 554 887 801 887 570	1439	west2564	1 7 5 7 4 7 6	AXBYBYN	PELUNUJ	4	4.P.C 4.E.V 4.L.C 4.U.V 4.N.C 4.U.V 4.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3556	2521
165	Moken	to swim	naŋoj	n a ŋ o j	543	107 997 801 887 570	1439	moke1242	4 7 4 7 6	AXBYN	NANUJ	12	12.N.C 12.A.V 12.N.C 12.U.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	3555	2522
166	Hanunoo	to swim	lumaŋuj	l u m a ŋ u j	543	554 868 241 997 801 868 570	1439	hanu1241	5 7 4 7 4 7 6	AXBYBYN	LYMANYJ	7	7.L.C 7.Y.V 7.M.C 7.A.V 7.N.C 7.Y.V 7.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3559	2521
167	Wuna	to swim	leni	l e n i	543	554 1089 107 1076	1439	muna1247	5 7 4 7	AXBZ	LENI	20	20.L.C 20.E.V 20.N.C 20.I.V	2.0 1.5 1.75 0.8	0	3557	2521
168	Tetum	to swim	nani	n a n i	543	107 997 107 1076	1439	tetu1246	4 7 4 7	AXBZ	NANI	16	16.N.C 16.A.V 16.N.C 16.I.V	2.0 1.5 1.75 0.8	0	3555	2522
169	Mailu	to swim	loroloro	l o r o l o r o	540	554 887 153 887 554 887 153 887	1439	mail1248	5 7 5 7 5 7 5 7	AXBYBYBZ	LURULURU	9	9.L.C 9.U.V 9.R.C 9.U.V 9.L.C 9.U.V 9.R.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3561	2523
170	Mailu	to swim	rolorolo	r o l o r o l o	540	153 887 554 887 153 887 554 887	1439	mail1248	5 7 5 7 5 7 5 7	AXBYBYBZ	RULURULU	9	9.R.C 9.U.V 9.L.C 9.U.V 9.R.C 9.U.V 9.L.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3561	2523
171	Tsou	to swim	euhuŋzu	e u h u ŋ z u	543	1089 868 405 868 801 80 868	1439	tsou1248	7 7 3 7 4 3 7	XYBYMBZ	EYHYNSY	18	18.E.V 18.Y.V 18.H.C 18.Y.V 18.N.c 18.S.C 18.Y.V	1.5 1.3 1.75 1.3 1.1 1.75 0.8	0	3570	2529
172	Nias	to swim	molaŋi	m o l a ŋ i	543	241 887 554 997 801 1076	1439	nias1242	4 7 5 7 4 7	AXBYBZ	MULANI	13	13.M.C 13.U.V 13.L.C 13.A.V 13.N.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3565	2521
173	Central Amis	to swim	laŋuj	l a ŋ u j	543	554 997 801 868 570	1439	amis1246	5 7 4 7 6	AXBYN	LANYJ	5	5.L.C 5.A.V 5.N.C 5.Y.V 5.J.c	2.0 1.5 1.75 1.3 0.8	0	3557	2521
174	Central Amis	to swim	milaŋuj	m i l a ŋ u j	543	241 1076 554 997 801 868 570	1439	amis1246	4 7 5 7 4 7 6	AXBYBYN	MILANYJ	5	5.M.C 5.I.V 5.L.C 5.A.V 5.N.C 5.Y.V 5.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3565	2521
175	Chamorro	to swim	naŋunʲaŋu	n a ŋ u nʲ a ŋ u	543	107 997 801 868 101 997 801 868	1439	cham1312	4 7 4 7 4 7 4 7	AXBYBYBZ	NANYNANY	6	6.N.C 6.A.V 6.N.C 6.Y.V 6.N.C 6.A.V 6.N.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3555	2522
176	Banoni	to swim	suː	s uː	789	89 860	1439	bann1247	3 7	AX	SY	2	2.S.C 2.Y.V	2.0 1.5	0	3554	2525
177	Singhi	to swim	naŋuj	n a ŋ u j	543	107 997 801 868 570	1439	baub1235	4 7 4 7 6	AXBYN	NANYJ	15	15.N.C 15.A.V 15.N.C 15.Y.V 15.J.c	2.0 1.5 1.75 1.3 0.8	0	3555	2522
403	Merina_Malagasy	to think	mihévitra	m i h e v i t r a	1061	241 1076 405 1089 451 1076 120 153 997	2271	plat1254	4 7 3 7 3 7 1 5 7	AXBYBYBCZ	MIHEBITRA	11	11.M.C 11.I.V 11.H.C 11.E.V 11.B.C 11.I.V 11.T.C 11.R.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	0	3574	2537
404	Thao	to think	maŋqtu	m a ŋ q t u	1169	241 997 801 757 120 868	2271	thao1240	4 7 4 1 1 7	AXLMBZ	MANKTY	17	17.M.C 17.A.V 17.N.c 17.K.c 17.T.C 17.Y.V	2.0 1.5 1.1 1.1 1.75 0.8	0	3573	2530
405	Palauan	to think	omdasu	o m d a s u	1263	887 241 145 997 89 868	2271	pala1344	7 4 1 7 3 7	XMBYBZ	UMTASY	14	14.U.V 14.M.c 14.T.C 14.A.V 14.S.C 14.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	0	3576	2534
406	Bare'e	to think	monawa	m o n a w a	1489	241 887 107 997 462 997	2271	pamo1252	4 7 4 7 6 7	AXBYBZ	MUNAWA	3	3.M.C 3.U.V 3.N.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3573	2542
407	Iban	to think	rundiŋ	r u n d i ŋ	1560	153 868 107 145 1076 801	2271	iban1264	5 7 4 1 7 4	AXMBYN	RYNTIN	8	8.R.C 8.Y.V 8.N.c 8.T.C 8.I.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3577	2539
408	Moken	to think	məkʰit	m ə kʰ i t	565	241 1022 820 1076 120	2271	moke1242	4 7 1 7 1	AXBYN	MEKIT	12	12.M.C 12.E.V 12.K.C 12.I.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	3580	2536
409	Hanunoo	to think	umisip	u m i s i p	565	868 241 1076 89 1076 291	2271	hanu1241	7 4 7 3 7 1	XBYBYN	YMISIP	7	7.Y.V 7.M.C 7.I.V 7.S.C 7.I.V 7.P.c	1.5 1.75 1.3 1.75 1.3 0.8	0	3576	2540
410	Hanunoo	to think	magduman	m a ɡ d u m a n	565	241 997 831 145 868 241 997 107	2271	hanu1241	4 7 1 1 7 4 7 4	AXMBYBYN	MAKTYMAN	7	7.M.C 7.A.V 7.K.c 7.T.C 7.Y.V 7.M.C 7.A.V 7.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	3580	2530
411	Tetum	to think	hanoʔin	h a n o ʔ i n	500	405 997 107 887 409 1076 107	2271	tetu1246	3 7 4 7 1 7 4	AXBYBYN	HANUHIN	16	16.H.C 16.A.V 16.N.C 16.U.V 16.H.C 16.I.V 16.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3584	2543
412	Mailu	to think	sunaːvini	s u n aː v i n i	-752	89 868 107 1004 451 1076 107 1076	2271	mail1248	3 7 4 7 3 7 4 7	AXBYBYBZ	SYNABINI	9	9.S.C 9.Y.V 9.N.C 9.A.V 9.B.C 9.I.V 9.N.C 9.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3578	2538
413	Tsou	to think	maʔmi	m a ʔ m i	2107	241 997 409 241 1076	2271	tsou1248	4 7 1 4 7	AXBCZ	MAHMI	18	18.M.C 18.A.V 18.H.C 18.M.C 18.I.V	2.0 1.5 1.75 1.5 0.8	0	3574	2532
414	Nias	to think	wai	w a i	2233	462 997 1076	2271	nias1242	6 7 7	AXZ	WAI	13	13.W.C 13.A.V 13.I.V	2.0 1.5 0.8	0	3581	2535
415	Central Amis	to think	miharateŋ	m i h a r a t e ŋ	2343	241 1076 405 997 153 997 120 1089 801	2271	amis1246	4 7 3 7 5 7 1 7 4	AXBYBYBYN	MIHARATEN	5	5.M.C 5.I.V 5.H.C 5.A.V 5.R.C 5.A.V 5.T.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	3574	2531
416	Central Amis	to think	miharateŋ	m i h a r a t e ŋ	2344	241 1076 405 997 153 997 120 1089 801	2271	amis1246	4 7 3 7 5 7 1 7 4	AXBYBYBYN	MIHARATEN	5	5.M.C 5.I.V 5.H.C 5.A.V 5.R.C 5.A.V 5.T.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	1	3574	2531
417	Chamorro	to think	hasːo	h a sː o	2520	405 997 72 887	2271	cham1312	3 7 3 7	AXBZ	HASU	6	6.H.C 6.A.V 6.S.C 6.U.V	2.0 1.5 1.75 0.8	0	3575	2541
418	Banoni	to think	varekana	v a r e k a n a	2613	451 997 153 1089 838 997 107 997	2271	bann1247	3 7 5 7 1 7 4 7	AXBYBYBZ	BAREKANA	2	2.B.C 2.A.V 2.R.C 2.E.V 2.K.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3572	2544
419	Singhi	to think	saka#ŋasuŋ	s a k a _ ŋ a s u ŋ	2751	89 997 838 997 1190 801 997 89 868 801	2271	baub1235	3 7 1 7 9 4 7 3 7 4	AXBZ_AXBYN	SAKA_NASYN	15	15.S.C 15.A.V 15.K.C 15.A.V 15._._ 15.N.C 15.A.V 15.S.C 15.Y.V 15.N.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	3583	2533
1927	Maloh	to throw	mamantik	m a m a n t i k	1022	241 997 241 997 107 120 1076 838	1456	emba1238	4 7 4 7 4 1 7 1	AXBYMBYN	MAMANTIK	10	10.M.C 10.A.V 10.M.C 10.A.V 10.N.c 10.T.C 10.I.V 10.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	3593	2559
1928	Merina_Malagasy	to throw	mitoraka	m i t o r a k a	1098	241 1076 120 887 153 997 838 997	1456	plat1254	4 7 1 7 5 7 1 7	AXBYBYBZ	MITURAKA	11	11.M.C 11.I.V 11.T.C 11.U.V 11.R.C 11.A.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3594	2566
1929	Thao	to throw	panaq	p a n a q	823	291 997 107 997 757	1456	thao1240	1 7 4 7 1	AXBYN	PANAK	17	17.P.C 17.A.V 17.N.C 17.A.V 17.K.c	2.0 1.5 1.75 1.3 0.8	0	3600	2555
1930	Palauan	to throw	uétecʰ	u e t e cʰ	1316	868 1089 120 1089 604	1456	pala1344	7 7 1 7 1	XYBYN	YETEC	14	14.Y.V 14.E.V 14.T.C 14.E.V 14.C.c	1.5 1.3 1.75 1.3 0.8	0	3592	2557
1931	Tunjung	to throw	noak	n o a k	1440	107 887 997 838	1456	tunj1244	4 7 7 1	AXYN	NUAK	19	19.N.C 19.U.V 19.A.V 19.K.c	2.0 1.5 1.3 0.8	0	3598	2553
1932	Bare'e	to throw	mawunu	m a w u n u	1517	241 997 462 868 107 868	1456	pamo1252	4 7 6 7 4 7	AXBYBZ	MAWYNY	3	3.M.C 3.A.V 3.W.C 3.Y.V 3.N.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3586	2567
